,YEAR,COUNTY,pct_18_29
527,12,Santa Cruz California,1.4947641583672813
539,12,Shasta California,1.491298311861395
551,12,Sierra California,1.50216306156406
563,12,Siskiyou California,1.4973472059532833
575,12,Solano California,1.4976376264121185
587,12,Sonoma California,1.4879697209994822
599,12,Stanislaus California,1.4956888097918861
611,12,Sutter California,1.4981179940394551
623,12,Tehama California,1.4972958023477352
635,12,Trinity California,1.513960113960114
647,12,Tulare California,1.4997672647711795
659,12,Tuolumne California,1.517878776753919
671,12,Ventura California,1.4949279319532012
683,12,Yolo California,1.4846984126984126
695,12,Yuba California,1.5061651497432247
23,12,Alamosa Colorado,1.499353169469599
47,12,Archuleta Colorado,1.5037422482001568
59,12,Baca Colorado,1.5018151354370288
71,12,Bent Colorado,1.643535951228259
95,12,Broomfield Colorado,1.4973391045199744
107,12,Chaffee Colorado,1.5298683434859501
119,12,Cheyenne Colorado,1.506826870562534
131,12,Clear Creek Colorado,1.529381443298969
143,12,Conejos Colorado,1.5012797074954296
155,12,Costilla Colorado,1.5137638281450991
167,12,Crowley Colorado,1.734862233954793
179,12,Custer Colorado,1.5169692186266772
191,12,Delta Colorado,1.5025672293177588
215,12,Dolores Colorado,1.5250608272506083
227,12,Douglas Colorado,1.4995671414820848
239,12,Eagle Colorado,1.5283799227238921
251,12,Elbert Colorado,1.5055183508548766
275,12,Fremont Colorado,1.5754718953155376
287,12,Garfield Colorado,1.510730757063652
299,12,Gilpin Colorado,1.525548614448182
311,12,Grand Colorado,1.534765476039151
323,12,Gunnison Colorado,1.540716985454129
335,12,Hinsdale Colorado,1.5146341463414634
347,12,Huerfano Colorado,1.5105118167319125
359,12,Jackson Colorado,1.5150862068965518
395,12,Kit Carson Colorado,1.5004931661265324
407,12,Lake Colorado,1.5394364464131907
419,12,La Plata Colorado,1.504171039291368
443,12,Las Animas Colorado,1.5224045222666482
455,12,Lincoln Colorado,1.5844588668654622
467,12,Logan Colorado,1.5724931946985585
479,12,Mesa Colorado,1.4949614162505673
491,12,Mineral Colorado,1.5032509752925878
503,12,Moffat Colorado,1.511405555973801
515,12,Montezuma Colorado,1.49325898483749
527,12,Montrose Colorado,1.4920950465409981
539,12,Morgan Colorado,1.509804596119444
551,12,Otero Colorado,1.4896049896049897
563,12,Ouray Colorado,1.5068659127625201
575,12,Park Colorado,1.5269302202175643
587,12,Phillips Colorado,1.4900351699882766
599,12,Pitkin Colorado,1.5177013564473463
611,12,Prowers Colorado,1.5045185672034176
623,12,Pueblo Colorado,1.493231368451052
635,12,Rio Blanco Colorado,1.5117014547754586
647,12,Rio Grande Colorado,1.4999556226147155
659,12,Routt Colorado,1.5185271862079726
671,12,Saguache Colorado,1.4972157092614302
683,12,San Juan Colorado,1.5508241758241759
695,12,San Miguel Colorado,1.5279374006602273
707,12,Sedgwick Colorado,1.4968861209964412
719,12,Summit Colorado,1.5468382186965914
731,12,Teller Colorado,1.5069717976997006
743,12,Washington Colorado,1.521393643031785
767,12,Yuma Colorado,1.5005489569817347
11,12,Fairfield Connecticut,1.4870077554879937
23,12,Hartford Connecticut,1.4858072040550845
35,12,Litchfield Connecticut,1.4951561832831484
47,12,Middlesex Connecticut,1.486714767662341
59,12,New Haven Connecticut,1.4821124600325004
71,12,New London Connecticut,1.501519573463647
83,12,Tolland Connecticut,1.5002355345306893
95,12,Windham Connecticut,1.4963007997807882
11,12,Kent Delaware,1.481552775104267
23,12,New Castle Delaware,1.4840349850470602
35,12,Sussex Delaware,1.4836332586188494
11,12,Alachua Florida,1.4820047353025352
23,12,Baker Florida,1.5260184868195823
35,12,Bay Florida,1.4958186657508372
47,12,Bradford Florida,1.5564341690010992
59,12,Brevard Florida,1.4890570852341256
71,12,Broward Florida,1.4869319502780143
83,12,Calhoun Florida,1.5397376816731656
95,12,Charlotte Florida,1.487194960563231
107,12,Citrus Florida,1.4849155067921982
119,12,Clay Florida,1.4933181909401054
131,12,Collier Florida,1.492720224888413
143,12,Columbia Florida,1.5175766537399213
155,12,DeSoto Florida,1.5630114996973763
167,12,Dixie Florida,1.5514085344110304
179,12,Duval Florida,1.4847012022907737
191,12,Escambia Florida,1.4939148519081666
203,12,Flagler Florida,1.4811741295261598
215,12,Franklin Florida,1.569237113402062
227,12,Gadsden Florida,1.4747043363994743
239,12,Gilchrist Florida,1.5159832095576364
251,12,Glades Florida,1.5575266092245312
263,12,Gulf Florida,1.5051690006598724
275,12,Hamilton Florida,1.5785278624896035
287,12,Hardee Florida,1.528343913576122
299,12,Hendry Florida,1.529603541002332
311,12,Hernando Florida,1.482002887788779
323,12,Highlands Florida,1.4884344903550146
335,12,Hillsborough Florida,1.4893645785777951
347,12,Holmes Florida,1.5314268236733446
359,12,Indian River Florida,1.4799747378425867
371,12,Jackson Florida,1.539061490067652
383,12,Jefferson Florida,1.5254106415836024
395,12,Lafayette Florida,1.5604369508430302
407,12,Lake Florida,1.4842775347435975
419,12,Lee Florida,1.4896343908525689
431,12,Leon Florida,1.4728014660299338
443,12,Levy Florida,1.4890248897670049
455,12,Liberty Florida,1.6187455111323916
467,12,Madison Florida,1.5310658086843671
479,12,Manatee Florida,1.4830887804926436
491,12,Marion Florida,1.479196015088394
503,12,Martin Florida,1.4942484472049689
515,12,Miami-Dade Florida,1.4859069394244997
527,12,Monroe Florida,1.518052486932155
539,12,Nassau Florida,1.4910916784203103
551,12,Okaloosa Florida,1.5066907724283234
563,12,Okeechobee Florida,1.5368288749762853
575,12,Orange Florida,1.4907187330457023
587,12,Osceola Florida,1.493922837198038
599,12,Palm Beach Florida,1.484673663956386
611,12,Pasco Florida,1.4861746701399232
623,12,Pinellas Florida,1.4801055594074233
635,12,Polk Florida,1.4903853185186615
647,12,Putnam Florida,1.4952832087599468
659,12,St. Johns Florida,1.487180359085963
671,12,St. Lucie Florida,1.487771743269052
683,12,Santa Rosa Florida,1.5096764742584625
695,12,Sarasota Florida,1.4762623863955993
707,12,Seminole Florida,1.4835998863987996
719,12,Sumter Florida,1.4972587222473948
731,12,Suwannee Florida,1.5144651822500395
743,12,Taylor Florida,1.5430478928091242
755,12,Union Florida,1.645993305768852
767,12,Volusia Florida,1.4876392594038506
779,12,Wakulla Florida,1.5405910074394618
791,12,Walton Florida,1.504758947496321
803,12,Washington Florida,1.541514544812154
11,12,Appling Georgia,1.4980419884694876
23,12,Atkinson Georgia,1.5077770973668096
35,12,Bacon Georgia,1.4886241490505194
47,12,Baker Georgia,1.4917709019091507
59,12,Baldwin Georgia,1.5065047894854087
71,12,Banks Georgia,1.5082146199438495
83,12,Barrow Georgia,1.4905093704949544
95,12,Bartow Georgia,1.4934563478067162
107,12,Ben Hill Georgia,1.4722155688622756
119,12,Berrien Georgia,1.493272155487962
131,12,Bibb Georgia,1.467873255897466
143,12,Bleckley Georgia,1.4773557057406976
155,12,Brantley Georgia,1.4968862839499713
167,12,Brooks Georgia,1.4863168790839103
179,12,Bryan Georgia,1.4923663158957277
191,12,Bulloch Georgia,1.4904280976786253
203,12,Burke Georgia,1.475718178975115
215,12,Butts Georgia,1.528633301251203
227,12,Calhoun Georgia,1.6054289869122638
239,12,Camden Georgia,1.5139940730984525
251,12,Candler Georgia,1.488475423493474
263,12,Carroll Georgia,1.4870408027201814
275,12,Catoosa Georgia,1.4851435335898195
287,12,Charlton Georgia,1.5840800477897252
299,12,Chatham Georgia,1.4804892374667449
311,12,Chattahoochee Georgia,1.6401393600440084
323,12,Chattooga Georgia,1.5095808624793254
335,12,Cherokee Georgia,1.4922615574267795
347,12,Clarke Georgia,1.473946279542745
359,12,Clay Georgia,1.4675370501058576
371,12,Clayton Georgia,1.4670699660571553
383,12,Clinch Georgia,1.4833786642490179
395,12,Cobb Georgia,1.484727175616103
407,12,Coffee Georgia,1.5136459223996488
419,12,Colquitt Georgia,1.493859649122807
431,12,Columbia Georgia,1.4882652475209617
443,12,Cook Georgia,1.479965257672264
455,12,Coweta Georgia,1.4868997838514837
467,12,Crawford Georgia,1.5052402450822315
479,12,Crisp Georgia,1.4742088324691578
491,12,Dade Georgia,1.491312980888558
503,12,Dawson Georgia,1.4937567029263061
515,12,Decatur Georgia,1.4850022723829723
527,12,DeKalb Georgia,1.4720748271098134
539,12,Dodge Georgia,1.5213783062363504
551,12,Dooly Georgia,1.5457804331590739
563,12,Dougherty Georgia,1.4595365864750558
575,12,Douglas Georgia,1.4742625202435375
587,12,Early Georgia,1.4664376840039255
599,12,Echols Georgia,1.517973040439341
611,12,Effingham Georgia,1.4962206047032476
623,12,Elbert Georgia,1.475565280816922
635,12,Emanuel Georgia,1.4955842091318554
647,12,Evans Georgia,1.4845128590200865
659,12,Fannin Georgia,1.4854513517641668
671,12,Fayette Georgia,1.48448274355232
683,12,Floyd Georgia,1.4841621149668014
695,12,Forsyth Georgia,1.4958117026677367
707,12,Franklin Georgia,1.48978542978286
719,12,Fulton Georgia,1.4835756252484875
731,12,Gilmer Georgia,1.499856546271797
743,12,Glascock Georgia,1.4947829013800067
755,12,Glynn Georgia,1.4697509731276086
767,12,Gordon Georgia,1.4933837102979486
779,12,Grady Georgia,1.483051191491089
791,12,Greene Georgia,1.4885396201702685
803,12,Gwinnett Georgia,1.4877927903871828
815,12,Habersham Georgia,1.477541475467702
827,12,Hall Georgia,1.4972583777226682
839,12,Hancock Georgia,1.5598912143786212
851,12,Haralson Georgia,1.485734425349087
863,12,Harris Georgia,1.5006527415143602
875,12,Hart Georgia,1.495325319595497
887,12,Heard Georgia,1.5001258072632726
899,12,Henry Georgia,1.4760680590550006
911,12,Houston Georgia,1.4835838670239385
923,12,Irwin Georgia,1.5276125743415463
935,12,Jackson Georgia,1.4943201282595886
947,12,Jasper Georgia,1.4913144384274561
959,12,Jeff Davis Georgia,1.4940787297386702
971,12,Jefferson Georgia,1.48359588595235
983,12,Jenkins Georgia,1.5323881973259568
995,12,Johnson Georgia,1.5649694078606242
1007,12,Jones Georgia,1.483661040542892
1019,12,Lamar Georgia,1.4780101693138334
1031,12,Lanier Georgia,1.5064760625539673
1043,12,Laurens Georgia,1.47309973499348
1055,12,Lee Georgia,1.5022672712723393
1067,12,Liberty Georgia,1.5019777000081387
1079,12,Lincoln Georgia,1.4856710011362202
1091,12,Long Georgia,1.5045247712050718
1103,12,Lowndes Georgia,1.4826243973902526
1115,12,Lumpkin Georgia,1.4955667955965486
1127,12,McDuffie Georgia,1.4686561561561562
1139,12,McIntosh Georgia,1.4859507581026568
1151,12,Macon Georgia,1.5470765428284545
1163,12,Madison Georgia,1.4943775100401606
1175,12,Marion Georgia,1.4959923435817681
1187,12,Meriwether Georgia,1.478716870600463
1199,12,Miller Georgia,1.4783140958377055
1211,12,Mitchell Georgia,1.5172208754516763
1223,12,Monroe Georgia,1.4975705272318516
1235,12,Montgomery Georgia,1.5073048408198866
1247,12,Morgan Georgia,1.4804420004150238
1259,12,Murray Georgia,1.4927174780526735
1271,12,Muscogee Georgia,1.4859758184390788
1283,12,Newton Georgia,1.471166237113402
1295,12,Oconee Georgia,1.490690168818272
1307,12,Oglethorpe Georgia,1.4972147585031785
1319,12,Paulding Georgia,1.4873567443542601
1331,12,Peach Georgia,1.4815218180498075
1343,12,Pickens Georgia,1.48927618054064
1355,12,Pierce Georgia,1.4951451322887233
1367,12,Pike Georgia,1.488134163062968
1379,12,Polk Georgia,1.489052636519372
1391,12,Pulaski Georgia,1.4299182903834067
1403,12,Putnam Georgia,1.4861883448618836
1415,12,Quitman Georgia,1.4771639843410178
1427,12,Rabun Georgia,1.4881834626830834
1439,12,Randolph Georgia,1.4634110357037473
1451,12,Richmond Georgia,1.485018615629228
1463,12,Rockdale Georgia,1.4704057384263334
1475,12,Schley Georgia,1.477458626593114
1487,12,Screven Georgia,1.4969210940856366
1499,12,Seminole Georgia,1.4800988875154513
1511,12,Spalding Georgia,1.4803532075019115
1523,12,Stephens Georgia,1.4824300867888138
1535,12,Stewart Georgia,1.6826763328802297
1547,12,Sumter Georgia,1.4683308494783904
1559,12,Talbot Georgia,1.4753833736884585
1571,12,Taliaferro Georgia,1.487312947299935
1583,12,Tattnall Georgia,1.573360752985842
1595,12,Taylor Georgia,1.4763092269326683
1607,12,Telfair Georgia,1.5868221941992433
1619,12,Terrell Georgia,1.4756769429140781
1631,12,Thomas Georgia,1.4727002767091855
1643,12,Tift Georgia,1.4842781222320638
1655,12,Toombs Georgia,1.4733134550875886
1667,12,Towns Georgia,1.4756999252305392
1679,12,Treutlen Georgia,1.496884509491378
1691,12,Troup Georgia,1.477889648465433
1703,12,Turner Georgia,1.4825297432686286
1715,12,Twiggs Georgia,1.4890394088669952
1727,12,Union Georgia,1.4841907714903513
1739,12,Upson Georgia,1.474050151975684
1751,12,Walker Georgia,1.4918077435816575
1763,12,Walton Georgia,1.4882708022792384
1775,12,Ware Georgia,1.4985727878211228
1787,12,Warren Georgia,1.472972972972973
1799,12,Washington Georgia,1.511043486796898
1811,12,Wayne Georgia,1.5124469542553547
1823,12,Webster Georgia,1.4967395473724587
1835,12,Wheeler Georgia,1.6439210693825588
1847,12,White Georgia,1.486914734723034
1859,12,Whitfield Georgia,1.4975245632144358
1871,12,Wilcox Georgia,1.598378691372322
1883,12,Wilkes Georgia,1.4775493505165183
1895,12,Wilkinson Georgia,1.480455662273844
1907,12,Worth Georgia,1.4794290512174644
11,12,Hawaii Hawaii,1.4944991142010688
23,12,Honolulu Hawaii,1.5023461797749351
47,12,Kauai Hawaii,1.4937822472438549
59,12,Maui Hawaii,1.4962817396082835
11,12,Ada Idaho,1.500702884421714
23,12,Adams Idaho,1.5139729855612483
35,12,Bannock Idaho,1.4971073250728864
47,12,Bear Lake Idaho,1.5010612244897958
59,12,Benewah Idaho,1.51355130135513
71,12,Bingham Idaho,1.4980453312255666
83,12,Blaine Idaho,1.502410842274445
95,12,Boise Idaho,1.520495466734772
107,12,Bonner Idaho,1.4994862152648725
119,12,Bonneville Idaho,1.4993364801531974
131,12,Boundary Idaho,1.5019191506737444
143,12,Butte Idaho,1.509819021948402
155,12,Camas Idaho,1.5108499095840868
167,12,Canyon Idaho,1.4963040952973474
179,12,Caribou Idaho,1.510272536687631
191,12,Cassia Idaho,1.5084893882646693
203,12,Clark Idaho,1.511242603550296
215,12,Clearwater Idaho,1.5523069894929191
227,12,Custer Idaho,1.511008111239861
239,12,Elmore Idaho,1.5239722292901021
251,12,Franklin Idaho,1.5131882386855002
263,12,Fremont Idaho,1.5235514161386365
275,12,Gem Idaho,1.5027606007067138
287,12,Gooding Idaho,1.509124448250873
299,12,Idaho Idaho,1.5235495290094199
311,12,Jefferson Idaho,1.5113990157678014
323,12,Jerome Idaho,1.5127805997050632
335,12,Kootenai Idaho,1.494867137003084
347,12,Latah Idaho,1.5077540640271268
359,12,Lemhi Idaho,1.505294630621652
371,12,Lewis Idaho,1.5091193329859303
383,12,Lincoln Idaho,1.5178904211703317
395,12,Madison Idaho,1.5068534342345954
407,12,Minidoka Idaho,1.4996435191786681
419,12,Nez Perce Idaho,1.49329340724609
431,12,Oneida Idaho,1.5014345619068639
443,12,Owyhee Idaho,1.5113761312695593
455,12,Payette Idaho,1.5002296355058244
467,12,Power Idaho,1.5031896888425986
479,12,Shoshone Idaho,1.5025617140195622
491,12,Teton Idaho,1.524789985175424
503,12,Twin Falls Idaho,1.4928635557908791
515,12,Valley Idaho,1.5189606741573034
527,12,Washington Idaho,1.4978418677653522
11,12,Adams Illinois,1.4925804233208528
23,12,Alexander Illinois,1.4856795695191807
35,12,Bond Illinois,1.51917691464751
47,12,Boone Illinois,1.4999252950844166
59,12,Brown Illinois,1.6425965339008817
71,12,Bureau Illinois,1.4904989579502268
83,12,Calhoun Illinois,1.5028487022578603
95,12,Carroll Illinois,1.4981475008738203
107,12,Cass Illinois,1.5010290606734173
119,12,Champaign Illinois,1.4968071763421067
131,12,Christian Illinois,1.5088533927686973
143,12,Clark Illinois,1.4953694708891911
155,12,Clay Illinois,1.4953731796116505
167,12,Clinton Illinois,1.5177573079175763
179,12,Coles Illinois,1.4857470219869224
203,12,Crawford Illinois,1.5247763432795842
215,12,Cumberland Illinois,1.4976778747910087
227,12,DeKalb Illinois,1.4963726322011115
239,12,De Witt Illinois,1.4966108197979282
251,12,Douglas Illinois,1.4966863601335731
275,12,Edgar Illinois,1.490006409882874
287,12,Edwards Illinois,1.4894448788115715
299,12,Effingham Illinois,1.4991472594683604
311,12,Fayette Illinois,1.527230971128609
323,12,Ford Illinois,1.4940976776483297
335,12,Franklin Illinois,1.4923964750838337
347,12,Fulton Illinois,1.5207338380896913
359,12,Gallatin Illinois,1.4904722452361225
371,12,Greene Illinois,1.5055131467345209
383,12,Grundy Illinois,1.49786500568026
395,12,Hamilton Illinois,1.490019714144899
407,12,Hancock Illinois,1.494578721481816
419,12,Hardin Illinois,1.5058885108610311
431,12,Henderson Illinois,1.4861570869696057
443,12,Henry Illinois,1.4988857767873571
455,12,Iroquois Illinois,1.4923286862875267
467,12,Jackson Illinois,1.4955418502202644
479,12,Jasper Illinois,1.5010405827263267
491,12,Jefferson Illinois,1.5147808088313341
503,12,Jersey Illinois,1.4866577871675928
515,12,Jo Daviess Illinois,1.5008712032022604
527,12,Johnson Illinois,1.5447370540388177
539,12,Kane Illinois,1.4981339323782923
551,12,Kankakee Illinois,1.4931186397480476
563,12,Kendall Illinois,1.4954492596325297
575,12,Knox Illinois,1.505442765447997
587,12,Lake Illinois,1.5000380454679234
599,12,LaSalle Illinois,1.5046885496323699
611,12,Lawrence Illinois,1.5598290598290598
623,12,Lee Illinois,1.5311766776161426
635,12,Livingston Illinois,1.501907540394973
647,12,Logan Illinois,1.5083164441959607
659,12,McDonough Illinois,1.4905666734047571
671,12,McHenry Illinois,1.4976736176545127
683,12,McLean Illinois,1.4851822268346577
695,12,Macon Illinois,1.4788047188224096
707,12,Macoupin Illinois,1.4939233406045498
719,12,Madison Illinois,1.486804377752257
731,12,Marion Illinois,1.4892353178336246
743,12,Marshall Illinois,1.493967476831614
755,12,Mason Illinois,1.4933752526386705
767,12,Massac Illinois,1.4807580598315422
779,12,Menard Illinois,1.4880288619219417
791,12,Mercer Illinois,1.4984776834877243
803,12,Monroe Illinois,1.4979357334642145
815,12,Montgomery Illinois,1.524143028084747
827,12,Morgan Illinois,1.505645017529265
839,12,Moultrie Illinois,1.4883801117164333
851,12,Ogle Illinois,1.4958829453231444
863,12,Peoria Illinois,1.4851405577662562
875,12,Perry Illinois,1.5522566456301397
887,12,Piatt Illinois,1.4962677435144396
899,12,Pike Illinois,1.500032131611079
911,12,Pope Illinois,1.5140052669379938
923,12,Pulaski Illinois,1.4839737582005623
935,12,Putnam Illinois,1.5110646454086079
947,12,Randolph Illinois,1.551223963249638
959,12,Richland Illinois,1.4935215625604332
971,12,Rock Island Illinois,1.4927579134332776
983,12,St. Clair Illinois,1.4817394853784955
995,12,Saline Illinois,1.491720233280831
1007,12,Sangamon Illinois,1.4800793128955372
1019,12,Schuyler Illinois,1.5240839243498818
1031,12,Scott Illinois,1.4916178549787922
1043,12,Shelby Illinois,1.4979199408338726
1055,12,Stark Illinois,1.4964432796705354
1067,12,Stephenson Illinois,1.4862690457998111
1079,12,Tazewell Illinois,1.4920070104625842
1091,12,Union Illinois,1.5011109109469765
1103,12,Vermilion Illinois,1.497927611605375
1115,12,Wabash Illinois,1.5039930555555556
1127,12,Warren Illinois,1.4935882213251008
