,CTYNAME,pct_white,pct_black,pct_american_indian,pct_asian,pct_pacific_island
8645,Lamar Alabama,0.8752625860195581,0.10329590727997102,0.0031148134733792105,0.0010865628395508873,0.00014487504527345164
8873,Lauderdale Alabama,0.8695553710274024,0.1001736242168038,0.004464622717812119,0.008174357536477262,0.0006254785450074949
9101,Lawrence Alabama,0.7823168509294132,0.10879601506499818,0.057890900255133035,0.0022172275543676347,0.00021261086137771838
9329,Lee Alabama,0.7074850190224988,0.22935177644613533,0.0036282529688468597,0.04169148302561048,0.0008933889219773674
9557,Limestone Alabama,0.8099984835464793,0.13912955567911844,0.008411262194813729,0.01681241469948946,0.0018399636051155033
9785,Lowndes Alabama,0.25981904174377957,0.7241414764548633,0.003495784495167592,0.004832407978614024,0.00041126876413736374
10013,Macon Alabama,0.1732344476422404,0.8037414212973212,0.0027119769758689395,0.0059774186406907235,0.00016603940668585344
10241,Madison Alabama,0.6887149411786789,0.24861025075822787,0.00803949489017428,0.026757198136810857,0.0010511947955131145
10469,Marengo Alabama,0.46615066532364946,0.5162487409213805,0.002544664157345067,0.003021788686847267,0.0018554842813974448
10697,Marion Alabama,0.9404220943148541,0.03860782927732337,0.004173819381332256,0.0032986637046012995,0.0007068565081288498
10925,Marshall Alabama,0.9280798561597123,0.031806063612127226,0.011098022196044392,0.007057680782028231,0.002862339058011449
11153,Mobile Alabama,0.5901236659325767,0.36230730137218364,0.009389898598775441,0.020713438687350257,0.0004186733138113792
11381,Monroe Alabama,0.5535619543722567,0.409781507741282,0.013408575700573964,0.004630299522500362,0.0003858582935416968
11609,Montgomery Alabama,0.35508596557844635,0.5932198899711241,0.003377692219386629,0.032779068021864484,0.0009492860485857845
11837,Morgan Alabama,0.8281653422906274,0.1308918022376524,0.010795544748869894,0.006843305843130374,0.001453889153485574
12065,Perry Alabama,0.3023646755575479,0.6794799955172027,0.0032500280174829095,0.006275916171691136,0.0006724195898240502
12293,Pickens Alabama,0.580431510286001,0.39964877069744104,0.0025589563472152533,0.0032112393376818866,0.0035122930255895636
12521,Pike Alabama,0.5748625958808963,0.3783596062088543,0.007006100138914054,0.018723198647097903,0.0008455638098689376
12749,Randolph Alabama,0.7798169175248658,0.19232461931168032,0.004709092509462195,0.004577061878355778,0.0011442654695889445
12977,Russell Alabama,0.4994047721743931,0.45485757664636567,0.00707372198547299,0.008833525991615052,0.0027604768723797036
13205,St. Clair Alabama,0.874843596389311,0.09663508803288945,0.0037983734024488337,0.008970864241665922,0.000714987934578604
13433,Shelby Alabama,0.8253897529650623,0.13319583651045924,0.003968727894093761,0.022618074248284353,0.0005098712919495457
13661,Sumter Alabama,0.256457713044178,0.714009817333226,0.0016093988895147663,0.019151846785225718,0.0003218797779029532
13889,Talladega Alabama,0.6407011928280277,0.33022831278601616,0.004351196579059241,0.0069519117757383285,0.0002625722073570232
14117,Tallapoosa Alabama,0.7053286100032204,0.27004731587683006,0.004459087868803726,0.00584635965020933,0.0005945450491738301
14345,Tuscaloosa Alabama,0.642167610040362,0.32416230804136514,0.003706622722170476,0.016192591531131333,0.0005970719591125122
14573,Walker Alabama,0.9093055839801011,0.06193227436595772,0.005777616851120102,0.005730388375497867,0.0011334834149336439
14801,Washington Alabama,0.6600514516721794,0.23300257258360896,0.07987259585936543,0.011454122258973416,0.0012862918044836457
15029,Wilcox Alabama,0.27648703364504,0.710594813458016,0.0022172949002217295,0.0020244866480285356,0.00019280825219319386
15257,Winston Alabama,0.9590757120487536,0.009987726945702316,0.008591138008379533,0.003597274535528376,0.0020737229675398872
15485,Aleutians East  Alaska,0.2112676056338028,0.10188792328438717,0.20197782439316753,0.4336230146838478,0.01198681450404555
15713,Aleutians West Cens Alaska,0.3393681221157259,0.0706425275115371,0.12069577564785232,0.40113596024139153,0.025381611643592473
15941,Anchorage Munic Alaska,0.6377430555555555,0.05970486111111111,0.09089930555555556,0.09982986111111111,0.027913194444444445
16169,Bethel Cens Alaska,0.10290438377025998,0.00951811160665724,0.8386272163602742,0.009953225280104427,0.002447514413140433
16397,Bristol Bay  Alaska,0.41626794258373206,0.008373205741626795,0.35047846889952156,0.017942583732057416,0.0023923444976076554
16625,Denali  Alaska,0.8292799237005246,0.02050548402479733,0.050548402479732954,0.053886504530281355,0.0004768717215069146
16853,Dillingham Cens Alaska,0.15785191212367777,0.008136696501220505,0.7304719283970708,0.009153783563873067,0.0018307567127746134
17081,Fairbanks North Star  Alaska,0.7561255149769228,0.053154911253600966,0.08173548513665603,0.03389813007878244,0.005895775898563743
17309,Haines  Alaska,0.7976284584980237,0.005928853754940711,0.108300395256917,0.008695652173913044,0.0
17537,Hoonah-Angoon Cens Alaska,0.4883612662942272,0.021880819366852888,0.3808193668528864,0.009776536312849162,0.00186219739292365
17765,Juneau City and  Alaska,0.6862450741227247,0.01479326953149434,0.12056671045224245,0.06911865891036467,0.012259961218490023
17993,Kenai Peninsula  Alaska,0.832765551543231,0.008073857055256524,0.08002316549703618,0.018583497990052465,0.0030489882128500374
18221,Ketchikan Gateway  Alaska,0.674411912812028,0.010790590604992446,0.13862312063880297,0.08150492770304295,0.003596863534997482
18449,Kodiak Island  Alaska,0.549546084012925,0.013002000307739653,0.130789352208032,0.21941837205723957,0.01000153869826127
18677,Kusilvak Cens Alaska,0.03764734183305268,0.009381765696415684,0.924103921096945,0.004330045706038008,0.00024055809477988935
18905,Lake and Peninsula  Alaska,0.23680904522613067,0.01256281407035176,0.6168341708542714,0.03077889447236181,0.00314070351758794
19133,Matanuska-Susitna  Alaska,0.8251244033715852,0.013368169354764257,0.06947201270345375,0.01728260568516484,0.004292954937821394
19361,Nome Cens Alaska,0.15683726509396242,0.00859656137544982,0.7527988804478208,0.014694122351059576,0.0018992403038784486
19589,North Slope  Alaska,0.32668836452400324,0.016375101708706267,0.5315296989422295,0.05482099267697315,0.018002441008950366
19817,Northwest Arctic  Alaska,0.11665135808948957,0.01771421073349954,0.7962209683768534,0.009972444561081224,0.002230678388662905
20045,Petersburg  Alaska,0.7473974280465401,0.017758726270667484,0.1132884262094305,0.037048377219840785,0.009491733006736069
20273,Prince of Wales-Hyder Cens Alaska,0.46477510881831374,0.006126068031597614,0.42624536514589717,0.012413348379816218,0.004352732548766725
20501,Sitka City and  Alaska,0.6580713528788414,0.009655010008242081,0.15718827269516072,0.07641587189450136,0.0042387848816672555
20729,Skagway Munic Alaska,0.8630600169061707,0.0084530853761623,0.054945054945054944,0.023668639053254437,0.00253592561284869
20957,Southeast Fairbanks Cens Alaska,0.7739735964021471,0.021180908167706368,0.12041201218627594,0.02451762657768751,0.005948063252575076
21185,Valdez-Cordova Cens Alaska,0.7217996087806998,0.010215170615083678,0.1427950445555314,0.05074983699195827,0.005759617474462074
21413,Wrangell City and  Alaska,0.687849720223821,0.005995203836930456,0.16666666666666666,0.03157474020783373,0.0003996802557953637
21641,Yakutat City and  Alaska,0.3471502590673575,0.02072538860103627,0.4110535405872193,0.06044905008635579,0.012089810017271158
21869,Yukon-Koyukuk Cens Alaska,0.23537284894837476,0.009751434034416827,0.6873804971319312,0.005544933078393882,0.0017208413001912047
22097,Apache Arizona,0.2227523752556095,0.005619931281038296,0.7499965223197518,0.004799198742470822,0.0005007859557360858
22325,Cochise Arizona,0.8772494083639079,0.0450755229427741,0.01759819570845444,0.02258541001572402,0.00412954050920411
22553,Coconino Arizona,0.6573852072820542,0.015194178817363183,0.2744988708912989,0.020533050823831164,0.0018748780283810533
22781,Gila Arizona,0.7822762782776111,0.008163945351549483,0.18156910659409825,0.009052538042874597,0.00144396312340331
23009,Graham Arizona,0.8166181733913536,0.01879650848417746,0.135386358369596,0.007415608826634395,0.001982645415454335
23237,Greenlee Arizona,0.9012423668140661,0.021267635291640344,0.04116656138134344,0.008317540534849443,0.0011581385554853654
23465,La Paz Arizona,0.7667235171498957,0.01203335228349441,0.18073716126587075,0.009048701913966268,0.0017528898995641464
23693,Maricopa Arizona,0.8279940268612886,0.06383334960830818,0.028315334994718437,0.04630809998809474,0.002887804782345621
23921,Mohave Arizona,0.9171462100753602,0.013210419406073117,0.03031374156969757,0.012300818640688846,0.002380043453466616
24149,Navajo Arizona,0.5038224369838809,0.009997836356424218,0.45660091594244706,0.00623850564350366,0.0017850059500198333
24377,Pima Arizona,0.8481560310098837,0.041893325465324906,0.043732376950172784,0.03349155287177533,0.0024081452984352787
24605,Pinal Arizona,0.8266812737554263,0.05353411597942043,0.0661856699273319,0.019125346540215953,0.0043281063292342735
24833,Santa Cruz Arizona,0.9548797797754742,0.009892898619295454,0.01440922190201729,0.007935825196782657,0.0013548969848165512
25061,Yavapai Arizona,0.932704945576119,0.009034491852368577,0.021514340767081103,0.012526637714324603,0.0015142556965363528
25289,Yuma Arizona,0.9122771730741346,0.02640946362500994,0.022789037687043646,0.015379793907019603,0.002530556114263262
25517,Arkansas Arkansas,0.7176598421594418,0.25088642342445383,0.0034885050897861146,0.008235159556216402,0.0003431316481756834
25745,Ashley Arkansas,0.7285445388411252,0.24688406165742482,0.007732614335859999,0.0026962405250038155,0.0009665767919824999
25973,Baxter Arkansas,0.9653248115997329,0.004674234474864066,0.007941428980253745,0.004888867690546599,0.000691595917199275
26201,Benton Arkansas,0.8848037371794183,0.020609656051959403,0.018689479510354982,0.04165636721226907,0.007279475247276466
26429,Boone Arkansas,0.9597136140200898,0.004755289591793118,0.008735840991664886,0.005823893994443257,0.0011220346227826458
26657,Bradley Arkansas,0.6880981139087615,0.27352968503205427,0.015516120040880795,0.004738455820867788,0.00046455449224193997
26885,Calhoun Arkansas,0.7554442089034497,0.2117941799961457,0.007901329735979958,0.0023125843129697438,0.0001927153594141453
27113,Carroll Arkansas,0.921247357293869,0.008386187455954899,0.013671599718111346,0.0200845665961945,0.014094432699083862
27341,Chicot Arkansas,0.42982802925479346,0.5460565329116426,0.005238189365487251,0.007017197074520656,0.000395335046451868
27569,Clark Arkansas,0.7239695340501792,0.2460573476702509,0.005958781362007169,0.007078853046594982,0.0006272401433691756
27797,Clay Arkansas,0.9684557762353103,0.008521751082399835,0.005772799120335372,0.002474056765858017,0.0002061713971548347
28025,Cleburne Arkansas,0.9650467514747783,0.004695212488462619,0.007383923913479674,0.005297162807496288,0.0003611701914202014
28253,Cleveland Arkansas,0.8627450980392157,0.11538461538461539,0.005153343388637506,0.0017596782302664656,0.0003770739064856712
28481,Columbia Arkansas,0.6144434497165026,0.35643944238393654,0.00618152363899902,0.009123076267212347,0.00042631197510338065
28709,Conway Arkansas,0.8479324570661038,0.11421855511848795,0.008682720905689341,0.004221433368511945,0.000335795836131632
28937,Craighead Arkansas,0.7947105100967987,0.16775731428778595,0.005329369539208933,0.012797737737011927,0.0005528767719247363
29165,Crawford Arkansas,0.9071565202270104,0.01737357130436157,0.026052452692982595,0.015429122468659595,0.0006639581390201875
29393,Crittenden Arkansas,0.42986132832864143,0.54524032947555,0.004108017933479304,0.006464393702429361,0.0005421749556876238
29621,Cross Arkansas,0.7398136305499726,0.2317437115536878,0.004324258481028077,0.00791765637371338,0.00048724039222851573
29849,Dallas Arkansas,0.565130546440291,0.4050506491653588,0.006991011556570124,0.0027108003994863747,0.0005706948209444999
30077,Desha Arkansas,0.49353049907578556,0.47900712965407977,0.004577061878355778,0.00704163365900889,0.0014963471525393892
30305,Drew Arkansas,0.6931774521104341,0.2810253032548438,0.005378999945112245,0.006860969317745211,0.0004391020363356935
30533,Faulkner Arkansas,0.835890069599308,0.12202496686692009,0.00685676192592475,0.01255485806344092,0.0007301181680382836
30761,Franklin Arkansas,0.9437764606265876,0.00925769122212814,0.01580581428168219,0.010725373976855771,0.0020321761219305673
30989,Fulton Arkansas,0.9603270016830969,0.007052977478560552,0.008094894606075178,0.003366193796585718,0.00016029494269455797
31217,Garland Arkansas,0.8696999577405269,0.08752741834866078,0.007878373211518725,0.008602821322922746,0.0006842009941037973
31445,Grant Arkansas,0.9467287161237339,0.026882014782370654,0.004872707363810566,0.0039967150287434985,0.0006569942513003011
31673,Greene Arkansas,0.9524103695532267,0.01820187534473249,0.005758411472697187,0.004081632653061225,0.003861003861003861
31901,Hempstead Arkansas,0.657440089169608,0.30452349990711497,0.007012818131153632,0.005201560468140442,0.002089912688092142
32129,Hot Spring Arkansas,0.8544313168102811,0.11332208107547896,0.006455242663823991,0.004145568683189719,0.0007402801219981641
32357,Howard Arkansas,0.749962126950462,0.21080139372822299,0.014013028329041055,0.005680957430692319,0.001287683684290259
32585,Independence Arkansas,0.937951090548579,0.024586913417052214,0.008327825512227363,0.008935888962326504,0.002352941176470588
32813,Izard Arkansas,0.9503265096485436,0.02157164869029276,0.00836451683909311,0.00476924205737765,0.00014674590945777387
33041,Jackson Arkansas,0.7923320772773491,0.1736945989592679,0.007177462766911897,0.005263472695735391,0.002153238830073569
33269,Jefferson Arkansas,0.39822518855501016,0.5739554651023584,0.004249970070633305,0.008709445708128816,0.0011971746677840297
33497,Johnson Arkansas,0.9159831439536459,0.021935435322447138,0.012341033937843329,0.027127699601173904,0.0013545037248852434
33725,Lafayette Arkansas,0.6121678743961353,0.36292270531400966,0.005434782608695652,0.006340579710144928,0.00015096618357487922
33953,Lawrence Arkansas,0.9648908935755212,0.012129708643179325,0.006400097525295623,0.0026819456296476897,0.00042667316835304155
34181,Lee Arkansas,0.4305069436603816,0.5438636107033984,0.0060968725302021,0.005758157389635317,0.00022581009371118888
34409,Lincoln Arkansas,0.6755221130221131,0.300291769041769,0.005528255528255528,0.0036087223587223586,7.678132678132678e-05
34637,Little River Arkansas,0.7545476792560568,0.1985480055469451,0.016640835304674115,0.0046496451586589445,0.0007341544987356228
34865,Logan Arkansas,0.9315196124103233,0.014814124662256591,0.011646324420013045,0.022826795863225564,0.00041926767912046957
35093,Lonoke Arkansas,0.8978297344118731,0.06345741996207832,0.007270594333574323,0.009166678034074944,0.0007911716160362302
35321,Madison Arkansas,0.9413610038610039,0.009109555984555984,0.01719353281853282,0.007541023166023166,0.005670849420849421
35549,Marion Arkansas,0.95549299149395,0.006050077872289446,0.010602611716784473,0.006169881394512999,0.0005990176111177668
35777,Miller Arkansas,0.7114224287398572,0.25371616154610815,0.008622881845712832,0.005293940865062302,0.0006935293709688606
36005,Mississippi Arkansas,0.6180167769550564,0.3561536001574377,0.004673931760596295,0.00477233032397727,0.00034439497183341125
36233,Monroe Arkansas,0.5611102820474556,0.4017310849126996,0.006566184151619161,0.008058498731532608,0.0
36461,Montgomery Arkansas,0.939906521255286,0.008012463832628533,0.014133095926997552,0.013020253728021366,0.00033385265969285556
36689,Nevada Arkansas,0.6644449830344159,0.30853126514784296,0.004362578768783325,0.005210857973824527,0.0002423654871546292
36917,Newton Arkansas,0.9524055204436992,0.004901328517993035,0.012769250612666065,0.003740487553205211,0.00012898232942086933
37145,Ouachita Arkansas,0.5654349499615089,0.4014626635873749,0.004747241467795741,0.005089384997006244,0.00038491147036181676
37373,Perry Arkansas,0.9450980392156862,0.02027737924438068,0.009851745576279292,0.003634624581539933,0.0001912960306073649
37601,Phillips Arkansas,0.35434709256551566,0.6227645934090653,0.0040490383533910695,0.004498931503767855,0.00011247328759419637
37829,Pike Arkansas,0.9251726068296324,0.03461466691546931,0.011849225601791379,0.00793058406419108,0.0003732039559619332
38057,Poinsett Arkansas,0.8911084665079905,0.08321999319959197,0.004292757565453927,0.003442706562393744,0.0004250255015300918
38285,Polk Arkansas,0.937888198757764,0.006211180124223602,0.021037868162692847,0.009567220997796033,0.0005009016229212583
38513,Pope Arkansas,0.9208234486203022,0.03335310275939568,0.01016044449993757,0.012267449119740292,0.0008896241728055937
38741,Prairie Arkansas,0.8650458943190276,0.11411560406846936,0.004341354502604812,0.0013644257008186553,0.0007442322004465393
38969,Pulaski Arkansas,0.571548132101421,0.3785170612715642,0.00446785111925922,0.022594415568840884,0.0005001135461877824
39197,Randolph Arkansas,0.9429780599175854,0.011805323532687382,0.00645951664996102,0.0035081857667891747,0.018153469205924935
39425,St. Francis Arkansas,0.43994558694086583,0.5284068176362327,0.008201968472433385,0.006401536368728495,0.0006801632391774026
39653,Saline Arkansas,0.8793583638932676,0.08429641366580364,0.006493135245064808,0.013427313638851001,0.0007187369831015135
39881,Scott Arkansas,0.9113899426125863,0.006614142593132964,0.026262036766851474,0.030930843303180626,0.00048633401420095323
40109,Searcy Arkansas,0.9500063443725415,0.0050754980332445125,0.015607156452226875,0.003933510975764497,0.0002537749016622256
40337,Sebastian Arkansas,0.8182387132608917,0.06996956824458056,0.024102889060996502,0.04740000156461467,0.00216699132421163
40565,Sevier Arkansas,0.877697418709943,0.04198271300052919,0.03586758393602634,0.005938731110719115,0.012583054036573177
40793,Sharp Arkansas,0.9505790620341704,0.010205251691319802,0.010835913312693499,0.006249283339066621,0.0006879944960440316
41021,Stone Arkansas,0.9624980009595394,0.004477850631696785,0.009355509355509356,0.004637773868543099,0.00039980809211578443
41249,Union Arkansas,0.6402461093014838,0.32999844889095703,0.005351326198231736,0.006799027971666408,0.0005170363476552401
41477,Van Buren Arkansas,0.9593834995466909,0.006165004533091568,0.00967059534602599,0.0042308854638863705,0.00024176488365064975
41705,Washington Arkansas,0.8630694812009014,0.037518761471150186,0.015711556230062672,0.026326681634035294,0.02812861903029847
41933,White Arkansas,0.9168539611189415,0.04622046144273869,0.0070346526481530865,0.008698081342932968,0.000825365382906048
42161,Woodruff Arkansas,0.7075949367088608,0.2615506329113924,0.006170886075949367,0.002848101265822785,0.0007911392405063291
42389,Yell Arkansas,0.938568951782953,0.021367321118972868,0.010964809521578182,0.013588866501101167,0.0007497305655779955
42617,Alameda California,0.492777304767643,0.1103122126164268,0.010648412131902216,0.32333011633257125,0.009430219902843784
42845,Alpine California,0.6793622674933569,0.00354295837023915,0.25686448184233834,0.015943312666076175,0.0
43073,Amador California,0.8964580398470517,0.02681626081706581,0.023269269470718456,0.016728718051921915,0.002918092171463071
43301,Butte California,0.8565419324226913,0.018970189701897018,0.02530727327475295,0.050112689679085345,0.0028651464965828107
43529,Calaveras California,0.9095305522274262,0.010848491449733145,0.019714628036161638,0.018712558544820825,0.002657662563990851
43757,Colusa California,0.9110316981482341,0.013087668817004688,0.027567642827307746,0.0156402283380517,0.006033322504292941
43985,Contra Costa California,0.6512926453326583,0.09541527455818075,0.010150616457713134,0.18301971520364518,0.005956519402250144
44213,Del Norte California,0.7809578599165827,0.03523658852293974,0.096792751330361,0.03095785991658277,0.0019416079390191284
44441,El Dorado California,0.8863998174680958,0.010371130919971168,0.013347645494002894,0.048313913390685685,0.0022609065405537147
44669,Fresno California,0.7658905355914968,0.05802816732242286,0.02975174682039153,0.1114531964235848,0.0028175329621329577
44897,Glenn California,0.8907829394569083,0.013277920614235904,0.03222625294967069,0.031345754235198815,0.0021484168633113796
45125,Humboldt California,0.8323374496525473,0.014886616798713465,0.06371442482184747,0.028991280485106005,0.003312235353132976
45353,Imperial California,0.9019341665976879,0.03315950666335568,0.024810308197445025,0.021096487597605056,0.001970035593080043
45581,Inyo California,0.7984921558844725,0.012140362547813071,0.1350407450523865,0.017018681745107823,0.0016630633627141194
45809,Kern California,0.823103036873946,0.06252152294707188,0.02634741980133348,0.05363129608687828,0.0027260548188073343
46037,Kings California,0.8084673728259448,0.07465018961684321,0.03207140054923499,0.04389956845821891,0.003511180855237348
46265,Lake California,0.8704997980927531,0.020982822352685365,0.04473022085546548,0.013791818097101855,0.0030441400304414
46493,Lassen California,0.8092107415039413,0.08402839106401074,0.04255388741700193,0.015994504955352762,0.008602361560854348
46721,Los Angeles California,0.7070657778625131,0.08956633294176464,0.014340717755075227,0.15394247715459153,0.0036508227275593337
46949,Madera California,0.859248571446732,0.04166481277848049,0.044378905083043596,0.025539163652774158,0.0030573264601753036
47177,Marin California,0.8531639016173027,0.028416774203518968,0.009859905882716574,0.06602118797956928,0.0027508828324820534
47405,Mariposa California,0.8931000406905772,0.013195372900075568,0.035342672789629714,0.016450619078067778,0.0019182700691739813
47633,Mendocino California,0.8605978166895296,0.011366125257928045,0.06334366966766188,0.022824470599084715,0.002628272372015816
47861,Merced California,0.821611207144915,0.03938706424661481,0.025356525496974935,0.07767214059348891,0.0038209449726303657
48089,Modoc California,0.8820269200316706,0.014364890849451419,0.050673000791765635,0.01210270331410474,0.0036195000565546883
48317,Mono California,0.9013431182497923,0.008169482137911936,0.028662420382165606,0.025616172805317087,0.003669343672112988
48545,Monterey California,0.8283513146769693,0.034488240132147324,0.02598252319374466,0.06729468899532554,0.006052144744632667
48773,Napa California,0.8363268091532118,0.024596352654199093,0.012675688233244279,0.08899117202927169,0.00418893018933674
49001,Nevada California,0.93279534860408,0.006325497468798557,0.012791338780011027,0.014625833291564333,0.002125206756553556
49229,Orange California,0.7112481311159898,0.021425566459215818,0.010223283618184635,0.21716243262885696,0.0038747460396033368
49457,Placer California,0.8392258660554466,0.019461299578991235,0.01060680994856011,0.08243688006647772,0.0026887321786764205
49685,Plumas California,0.9052480459403414,0.01074068166108364,0.03169032806933589,0.010900196735258149,0.0017014941245281012
49913,Riverside California,0.7958754866333191,0.07269486178358954,0.019220042856923126,0.07153277048879074,0.004496576870052207
50141,Sacramento California,0.6275306721784881,0.10861771918317485,0.015455607973413365,0.1701051120512249,0.01293572791738453
50369,San Benito California,0.8735989045981404,0.016446949433193223,0.030712648070309514,0.03910329894280983,0.004473952362756337
50597,San Bernardino California,0.7655554714609751,0.09378258187180775,0.020741393110819073,0.0795959790558625,0.004731925590057268
50825,San Diego California,0.7540860250484523,0.05527254645286715,0.0132075019545701,0.12580901229057642,0.005825367773707213
51053,San Francisco California,0.527805034093397,0.055600993251651354,0.0072951134877357925,0.35978714739623097,0.004572632944963921
51281,San Joaquin California,0.6606984470207886,0.08298519447666333,0.019682528852663788,0.17351485538241918,0.008239869421687127
51509,San Luis Obispo California,0.8880686373895751,0.020225282662983776,0.013990978803366878,0.03991014125201776,0.0018402675982211924
51737,San Mateo California,0.5949205098535951,0.027680338336988127,0.008588875423475651,0.30601521316299946,0.015009659875837005
51965,Santa Barbara California,0.8537040396507047,0.024405429799394848,0.021419980783831543,0.060183785406014344,0.0025912712010553217
52193,Santa Clara California,0.5235241086971406,0.02833723750578364,0.011757126584405857,0.3901959279031793,0.004593713625319786
52421,Santa Cruz California,0.8699403029870467,0.01472843532335577,0.018330020899444757,0.05280861452419907,0.0019984407769762054
52649,Shasta California,0.8760995113282986,0.012455575299866725,0.031802532207907595,0.03139715681919147,0.0022767658818302976
52877,Sierra California,0.9261231281198004,0.006988352745424293,0.02562396006655574,0.008652246256239601,0.0013311148086522463
53105,Siskiyou California,0.8585406187555984,0.015296630607041962,0.05121844782838375,0.01591676428030042,0.0035600266427800362
53333,Solano California,0.5959883210504799,0.14771369149076385,0.01287186440980871,0.16155284456587057,0.010385508094620043
53561,Sonoma California,0.8675111664940446,0.02072274728120145,0.021839396685655103,0.045697663127913,0.004142931123770067
53789,Stanislaus California,0.8326335669923365,0.03515962662986235,0.019934260705335417,0.06142447245124033,0.009301565394254167
54017,Sutter California,0.7269699188417156,0.02746181848181415,0.023904053789277208,0.16967959493044313,0.004269317631044333
54245,Tehama California,0.9024798721652019,0.010693872533956119,0.03309569172146764,0.014412144305820171,0.002320078667568066
54473,Trinity California,0.86992266992267,0.00757020757020757,0.051770451770451774,0.014977614977614977,0.0023606023606023607
54701,Tulare California,0.8816696875770869,0.021827775930672786,0.02774375529553084,0.039775201364236,0.002293031885798861
